,doc_id,doc_text
7839,8085,I don't love my current job but I don't have another job offer in hand. Want should I do?
7840,8086,Softwares used for designing in automobile industry which one should know?
7841,8087,My wife never ask me to have sex. Is that normal?
7842,8088,Who is the best doctor for hair loss treatment in Chennai?
7843,8089,Who is the best doctor for hair loss treatment in bangalore?
7844,8090,Are there any characteristics that the Japanese economy has that do not align with the characteristics of the CME model in the VoC approach?
7845,8091,Are there any personality characteristics that make pre-crisis superman so different from the N52 connotation?
7846,8092,Why can't I like someone's picture on Instagram?
7847,8093,How do you save instagram pics?
7848,8094,What are greatest thriller movies?
7849,8095,Which are the best suspense and thriller movies?
7850,8096,How can I fix the head lamp of my car?
7851,8097,"I hit the left back side (plastic bit) of my friends car, how much will it cost to have it professionally fixed?"
7852,8098,What are some good dance schools in Hyderabad?
7853,8099,Which are the best anonymous confessions ever over internet?
7854,8100,Do you think the climate of arrogant rudeness afforded by Internet anonymity will ever spill over to the real world?
7855,8101,How do I lose weight without doing exercise?
7856,8102,How can I lose weight in a month without doing exercise?
7857,8103,How can I transfer to manipal university?
7858,8104,How do I transfer out of Manipal University?
7859,8105,What can you do after engineering in India?
7860,8106,What is it that I should do after engineering in India?
7861,8107,I got AIR 617 in a NEST 2015. The cutoff is 90 and I got 107 marks. What are my chances of securing a seat in any of the two institutes?
7862,8108,I got AIR 617 in a NEST 2016. The cutoff is 90 and I got 107 marks. What are my chances of securing a seat in any of the two institutes?
7863,8109,"Has Playboy or any magazine got in touch with Selena Gomez, Abigail Breslin, Emma Stone, Chloe Moretz or any young female star for a nude pictorial?"
7864,8110,Is Selena Gomez in Spy Kids 3?
7865,8111,How do I convert a kolkata registration privately owned car to commercial one?
7866,8112,How can I convert a privately owned car into commercial one?
7867,8113,What do you think of the Interstate Highway System?
7868,8114,How is the Interstate Highway System numbered?
7869,8115,Can someone increase their height naturally after 19?
7870,8116,My dog can't really move after his bath. What do I do?
7871,8117,My neighbor won't pick up her dog’s poop after he poops in my yard. What should I do?
7872,8118,What are the safety precautions on handling shotguns proposed by the NRA in Iowa?
7873,8119,"What are the safety precautions on handling shotguns proposed by the NRA in Alabama and every other state, territory and possession in the U.S.?"
7874,8120,What is the best way to learn about stock markets?
7875,8121,What is the best way to learn about stock market?
7876,8122,What is an intuitive explanation of hyper-rectangle slice sampling?
7877,8123,What is an intuitive explanation of an A/B test?
7878,8125,What are the legal pets in India?
7879,8126,What's your favourite anime? And why?
7880,8127,What's your favorite anime? And why?
7881,8128,Why is the Indian government not abolishing the currency note of 500 and 1000 to reduce black money?
7882,8129,What is the percentage of domestic black money in the Indian black money and how much will Indians benefit after banning of 500 and 1000 rupees notes?
7883,8130,"Joe Lonsdale: If there was one think you could to fix California government, what would it be? For example, repeal Prop 13, CEQA reform, etc."
7884,8131,What do California police officers think of prop 47?
7885,8132,"What strikes first time visitors as special or unusual when they arrive in Várzea Grande, Brazil?"
7886,8133,"What strikes first time visitors as special or unusual when they arrive in Ibirité, Brazil?"
7887,8134,What is the most embarrassing moment your crush had in front of you?
7888,8135,What was the most embarrassing moment in front of your girlfriend?
7889,8136,How can we overcome nostalgia?
7890,8137,What are good ways to overcome nostalgia?
7891,8138,Am I just causing a problem with my girlfriend for no reason?
7892,8139,I'm feeling very alone because I just had a breakup with my girlfriend. I'm not getting out of it. How can I overcome this situation?
7893,8140,Is visual modflow flex is suitable for groundwater modelling? Is there any other computer language should be known to work in modflow related software
7894,8141,Can we use the rainwater to fill up the groundwater?
7895,8142,How do we reunite India and Pakistan?
7896,8143,"Can India, Pakistan and Bangladesh unite?"
7897,8144,What can you do if your wife is cheating?
7898,8145,Will wife cheat again?
7899,8146,What do Pakistanis have to say about the Uri terrorist attack on 18th September 2016?
7900,8147,How do you delete a question?
7901,8148,How do I start investing in shares or stocks? What is the minimum requirement?
7902,8149,What is the possible cut off for karnataka circle?
7903,8150,What are the types of people that you should always avoid?
7904,8151,Why do people always give reason that they are busy when they can avoid certain situations?
7905,8152,"What is the meaning of the Confucius quote ""the Superior Man understands what is right, the Inferior Man understands what will sell""?"
7906,8153,"What does Sartre's ""Man is condemned to be free"" mean?"
7907,8154,What is an easy way make money online?
7908,8155,What is the best time of day or night to drive with Uber?
7909,8156,"Uber drivers, would you use an app that estimates best times to drive?"
7910,8157,"What does ""Que chafa!"" mean in Spanish?"
7911,8158,"What does ""berraco"" mean in Spanish?"
7912,8159,Which are the movies with incest themes?
7913,8160,Which is best incest movie?
7914,8161,What caused African enslavement?
7915,8162,How could African enslavement have been prevented?
7916,8163,How does a Bluetooth selfie stick work?
7917,8164,How does the selfie stick work?
7918,8165,Why should I still vote for Hillary Clinton?
7919,8166,Why shouldn't I vote for Hillary Clinton?
7920,8167,What is the function of Enhance XL Male Enhancement?
7921,8168,What is a good book (or website) that lists and explains the function (phenotype) of every known gene (plus enhancer regions and other important stuff)?
7922,8169,"Is it possible to get SBI pin for new debit card, if it is lost without activating the account?"
7923,8170,Do Hillary Clinton supporters understand how the electoral college works?
7924,8171,I'm 6 feet 1 inches tall. Will the YAMAHA R3 be comfortable for me?
7925,8172,I am 6 feet tall. Which bike is the best suited for me in terms of comfort and reliability?
7926,8173,What is the most embarrassing thing that happened to you in front of your boss?
7927,8174,What's the most embarrassing thing that happened to you infront of a stranger?
7928,8175,Why do so many people not believe in climate change?
7929,8176,Why do climate change deniers deny climate change?
7930,8177,Why does San Marino exist?
7931,8178,What are some things that you know but most people don't?
7932,8179,Can I use clear nail polish to give a glossy finish to an acrylic painting?
7933,8180,Nail Polish: What color should I have my toenails painted when I get a pedicure?
7934,8182,Where can I find best Painter in Brisbane?
7935,8183,What is the difference a day make?
7936,8184,What is the best way of making your day productive?
7937,8185,Is activation energy negative?
7938,8186,Why is activation energy negative?
7939,8187,Why is Youtube not working on my iPhone? How can I fix this?
7940,8189,How do you prepare for Mensa IQ testing?
7941,8190,How do I take the Mensa IQ test?
7942,8191,How do I prepare for NEET in the last 6 months?
7943,8192,How do I prepare for NEET 2017 in 6 months?
7944,8193,"How truly bad is the violence/crime in Monterrey, Mexico right now?"
7945,8194,"What are the pros and cons of being a driver for Uber or Lyft in Monterrey, Mexico?"
7946,8195,What are some types of genetic drift? What are some examples?
7947,8196,What is an example of genetic drift?
7948,8197,If diseases didn't exist would we not have most of the medicine we have today?
7949,8198,"If humans did not have eyes, would we discover light?"
7950,8199,I am 2nd year B.tech student. How should I start preparing for UPSC?
7951,8200,I am 2nd year engineering student. What can I do to start preparation for the UPSC?
7952,8201,How would you take over Vatican City?
7953,8202,What is the Vatican City?
7954,8203,What is trading?
7955,8204,What is trade?
7956,8205,How did God exist?
7957,8206,"If God exists, how can another God exist?"
7958,8207,Where can I find DJs for festival in Sydney?
7959,8208,What is spring features?
7960,8209,What are the features of spring framework?
7961,8210,How can stop suicide thoughts?
7962,8211,How can I stop feeling suicidal?
7963,8212,Why did I get a belly fat?
7964,8213,Why are some good jokes on Modi?
7965,8214,What is the mechanism to print currency in the country? How much currency can a country print at a time?
7966,8215,Why don't we print more currency?
7967,8216,What are some good crowdsourced marketplaces to have a sketchup/mockup created for a product idea?
7968,8217,What are the best tools for crowdsourcing ideas?
7969,8218,How do I deal with a love triangle?
7970,8219,What is the best way to solve love triangle situations?
7971,8220,Will Google deactivate my Gmail account if it is not used? After how long does it deactivate?
7972,8221,How can I use Gmail / Google Account via TOR?
7973,8222,How should I forgive myself?
7974,8223,How do you truly forgive?
7975,8224,Have you ever seen someone die before your eyes?
7976,8225,Have you ever seen anyone die?
7977,8226,"Which would you choose, Company brand or job profile?"
7978,8227,I have to choose between two jobs - a government job and an IT job from a product company. Which one should I choose?
7979,8228,When Xiaomi Redmi note 4 is going to launch in India?
7980,8230,What is an intercept column?
7981,8231,"Are apps like Airbnb, Uber or Foursquare could function without a Google map?"
7982,8233,What is the scope or value for an automobile engineer in India?
7983,8234,Which colleges in India offer twinning programs or global bba programs with a year or 2 years of study abroad option?
7984,8235,I am pursuing my 3rd year in mechanical engineering. I want to do an MBA from a good reputed college. Is India a better option or going abroad?
7985,8236,Can Barack Obama be senator or vice President after being the President?
7986,8237,What great achievements will Barack Obama be remembered for after his tenure as president?
7987,8238,What is the best film of 2016?
7988,8239,How come my questions always get ignored on Quora?
7989,8240,What are the best way to learn hacking?
7990,8241,What is the best way to learn hacking in short time?
7991,8242,Is a mental illness a choice? Does someone decide to have one or not?
7992,8244,What is the QuickBooks contact number?
7993,8245,What is Quickbooks Proadvisor?
7994,8246,What is the best Alan Watts book?
7995,8247,What is a good free book on the topic of justice?
7996,8248,How important is it to have frequent reunions with your batch mates from schools and colleges? Is organising a reunion easy?
7997,8249,"On average, what percentage of college graduates return to their schools for reunions?"
7998,8250,How many seats are available in Tatkal?
7999,8251,When can a Tatkal ticket be available before the commencement of your journey?
8000,8252,How do I repair my corrupt memory card?
8001,8254,"How long will it take for meth to get out of my system if I'm 6'0, 155 lb and 17 years old?"
8002,8255,How can I get meth out of my system ASAP?
8003,8256,Why do people like to buy new phones once the newest model of a phone is out?
8004,8257,Why do people like to buy new phones once the newest model of phone is out?
8005,8259,Has anyone's mom ever caught them masturbating?
8006,8260,Why Supreme Court directed all cinema halls across the country to play the National Anthem before the start of a film?
8007,8261,What's your stand on the recent Supreme Court's order about national anthem in cinema halls?
8008,8262,"Are ""suggested people you may know"" on Facebook people that have looked at your page?"
8009,8263,What does it feel like to be fired from Facebook?
8010,8264,How can we optimize the website which has pages in millions?
8011,8265,How can we optimize a website which has million pages?
8012,8266,Adam D'Angelo: Which tank is the best in World of Tanks?
8013,8267,What is the best tank in WoT?
8014,8268,How can I make money online for free?
8015,8270,What are the best drama TV shows?
8016,8271,Is it safe download torrents in tor browser?
8017,8272,Is it still safe to use Tor?
8018,8273,What would World War III look like?
8019,8274,Can a normal person start World War III?
8020,8275,What was the number of irrigation pumpsets sold in India during 2015-16?
8021,8276,How root mean square speed related to measure average kinetic energy and why?
8022,8277,"If Logan a.k.a. The Wolverine doesn't age, how did he grow up to be an adult?"
8023,8278,"How will Deadpool be able to talk in the Deadpool movie (2016), considering that he got his mouth sealed in the movie X-Men Origins-Wolverine?"
8024,8279,How can I know the contact of a person in telegram if its number is not saved on my phone and he is messaging me?
8025,8280,I never answer any call if the number is not in my phone contacts (I might answer if they text me first). Is this bad?
8026,8281,Why do so many people in the U.S. have a chubby stomach?
8027,8282,How many people in the U.S. are closet atheists?
8028,8283,Where can I get best domestic and commercial window cleaning service in Sydney?
8029,8284,Where can I find a commercial cleaning service in Sydney?
8030,8285,Why are U.S. Vice presidents not allowed to drive in the six months after their term?
8031,8286,Which all companies offer embedded coding profile at NSIT?
8032,8287,What is the difference between an air cooler and an air conditioner?
8033,8288,What is the difference between an air conditioner and a refrigerator?
8034,8289,IFS officers abroad are paid a much larger salary than the same in India. What really decides who will be posted abroad and who in India?
8035,8290,What type of job is of a logistics specialist? How much can they earn in  India and abroad?
8036,8291,What is the Personal Property Security Act and how is Nova Scotia's different from Ontario's?
8037,8292,What is the Personal Property Security Act and how is Nova Scotia's different from British Columbia's?
8038,8293,Two equal masses hang one below the other on strings of equal length. The oscillation will have two modes. What is the ratio of their frequencies?
8039,8294,What will b angle b/w two vector of equal magnitude when the magnitude of their resultant is Also equal to the magnitude of either of these vectors?
8040,8295,What do you think about Brexit?
8041,8296,"If I skip a back paper in B.Tech, will I face any problem during certificate verification by PSU or IIT?"
8042,8297,"I am a B.Tech (ECE) 2012 pass out. I was selected for a central government job in the department of India, but now I want to change my job profile. I want to start working in the technical field, but I am facing so many problems. How do I change my job?"
8043,8298,"Which is the best mechanics book for the JEE Advanced - BM Sharma (Cengage), D.C. Pandey (Arihant) or Anurag Mishra (Balaji)?"
8044,8299,I have 6 months in hand. Can I complete BM Sharma (Cengage) in this time?
8045,8300,What is your favorite animated movie and why?
8046,8301,What are your favorite movies and why?
8047,8302,If a war erupts between USA and Russia who will eventually win?
8048,8303,Can Russia defeat USA if war happen between them?
8049,8304,What is the standard model all about?
8050,8305,What exactly is the standard model?
8051,8307,How does Fiverr make money?
8052,8308,What are some food options to go on elimination diet in India?
8053,8309,How can you use Freegate in Firefox?
8054,8310,"I am an engineering student. During my exam days, sometimes when I try to sleep, I can't for hours. Why is this so?"
8055,8311,Is it normal to sleep for more than 10 hours in a day during your exams?
8056,8312,Will most auto dealers let you buy a car entirely in cash?
8057,8313,Why do we need auto dealerships? Why can't I buy a car from the manufacturer for the cheapest price without paying the dealer's salary?
8058,8314,Do any of you regret you marriage?
8059,8315,"Do you regret your marriage, and why?"
8060,8316,How does one score good marks in MAKAUT?
8061,8317,"Which one is easier, IELTS or TOEFL? How much time is required for the preparation if I have good English?"
8062,8318,Why do Arvind Kejriwal's goon close roads and irritate public daily?
8063,8319,"Where do Lucifer's mundane passions (greed, pride, envy) come from if he is a pure spirit? He had the free will of a pure spirit, not that of a man."
8064,8320,What are essential oils? How do they work?
8065,8321,How do essential oils work?
8066,8322,Are there any tricks to be a good teacher?
8067,8323,Are there any tricks to be a great teacher?
8068,8324,How does unaccounted/black money affect a country's economy?
8069,8325,What is the effect of black money on India's macro economy?
8070,8326,What are some endemic species of India?
8071,8327,"Is chewing Paan, Gutka endemic to India only? Why doesn't GOI bans it completely for healthy and clean India?"
8072,8328,What economical gift should be given to someone (18yr old guy) leaving town?
8073,8329,"What is the essence of the style of thinking embodied by people like Steven Levitt, Sam Harris and Daniel Kahneman?"
8074,8330,Who are the Indian origin stars who made name in Hollywood?
8075,8331,How many films have been made in Hollywood so far?
8076,8332,What is the boiling point of oil?
8077,8333,What is the boiling point of water?
8078,8334,What is the scope of networking and hardware and degree must?
8079,8336,"Can anyone provide the link which has a pdf version of this book ""Engineering drawing by n.d.bhatt""?"
8080,8337,Can anyone provide me with PDFs of Robert D Cook's finite element modelling book?
8081,8338,What is a Social Services Director?
8082,8339,What is the social service?
8083,8340,Is shoethere.com a legitimate website?
8084,8341,Is inboxdollars.com legitimate website?
8085,8343,How do I get over the depression that is caused by low self esteem?
8086,8344,What are the prerequisites for starting a business?
8087,8345,What are the prerequisite to start business?
8088,8346,What are the benefits of advertising on social media?
8089,8347,What is the benefit of social media?
8090,8348,Why shouldn't you smoke with a sore throat? How do you treat a sore throat?
8091,8349,What physically occurs to cause (in general) a sore throat and what is the best cure for it?
8092,8350,What is inside a bullet?
8093,8351,What is inside the bullet?
8094,8352,Can you suggest some good new year resolution's that anyone can implement for 2017 ?
8095,8353,What's your new year resolution for 2017?
8096,8354,Is there any side effect of Protinex powder?
8097,8355,What are the side effects of Adderall?
8098,8357,What is so special about ARRI Alexa Mini?
8099,8358,Can Donald Trump win this Tuesday?
8100,8359,Are men really better drivers than women?
8101,8360,Who are better drivers woman or man?
8102,8361,What is it like to work as a Disney Princess at a Disney Amusement Park?
8103,8362,What does it entail to work as a Disney princess?
8104,8363,Which is the best Panasonic service center in Hyderabad?
8105,8364,Where can I find Panasonic Service Center in Hyderabad?
8106,8365,How do you get over a girl?
8107,8366,How do I get a girl to get over me?
8108,8367,"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of France?"
8109,8368,What is electrical?
8110,8369,What is electricity?
8111,8370,How do I root Micromax Canvas Knight Cameo?
8112,8371,How can I root my Micromax A350 Canvas Knight 4.4.2?
8113,8372,I forgot my MI Account username and password. How to delete that account in Xiaomi Redmi Note 3?
8114,8373,How does someone root a Xiaomi Redmi Note 3(MTK)?
8115,8374,How big is saavn now?
8116,8375,How big is Saavn?
8117,8376,How can I concentrate on my studies?
8118,8377,What should I do to concentrate on my studies? What can help me to improve my concentration?
8119,8378,Can we harness electrical power from the lightning?
8120,8379,Will we be able to gain energy from lightning?
8121,8380,How do I prepare for AIPMT with 3-4 months remaining?
8122,8381,How do I manage time for each subject in last 4 months before AIPMT 2016?
8123,8382,Which are the top civil services coaching institutions in India?
8124,8383,Which are the best civil services coaching institutes in India?
8125,8384,Why during the ice age or in different ages size of animals was huge but during the evolution size reduced?
8126,8385,"Why in your opinion were certain cities able to profit during the industrial era, but not during the digital age?"
8127,8386,Can I not use Facebook Workplace without a unique domain email address?
8128,8387,How do I recover my Facebook email and password?
8129,8388,What is the importance of formatting a document?
8130,8389,What is SEL?
8131,8390,What are the best institutes for MS in USA?
8132,8391,Which are the best institutes in USA to pursue MS In biomedical engineering?
8133,8392,What is the song called in the background of this video?
8134,8393,What is the name of the song in the background of this video?
8135,8394,How does the U.N. get funding?
8136,8395,Is it true that the US is funding ISIS?
8137,8396,Why am I not losing any weight even though I work out 5-6 times a week 40+ minutes each time?
8138,8397,I am a 63 kg (138 lbs) skinny guy with a height of 5'8'' (172 cm). I am on a diet of four boiled eggs a day with ample amount of groundnuts & chickpeas. I workout 1 to 1.5 hours in the gym.  How frequently should I work out each week?
8139,8398,What does Pakistanis think about India?
8140,8399,What do people think about India?
8141,8400,What is the best way to learn how to hack (whitehat)?
8142,8401,What is the best possible way for learning hacking?
8143,8402,What is the oldest memory you can recall about your childhood?
8144,8403,What is the oldest memory you can recall?
8145,8404,How do people who are deaf by birth acquire language?
8146,8405,"If a person is born deaf, which language do they think in?"
8147,8406,"Can a tornado and hurricane happen at the same time , same place and create more than one in one day?"
8148,8407,Can a particle vibrate so fast that it can be said to be in more than one place at the same time?
8149,8408,"My college has issued an erroneous marks list. Should I enter the same marks in my TCS Background Check documents, due to lack of time?"
8150,8409,My BSc. marks are too low to allow me to enter an MBA program. What should I do now?
8151,8410,What's the best way to sell a software product/service to movie theaters?
8152,8411,How do I prepare for emc2?
8153,8412,What does it mean when your crush asks for a picture?
8154,8413,What does it mean when your crush asks you for your photo?
8155,8414,Are a Gemini woman and a Libra man compatible?
8156,8415,Would a Gemini man and a Libra woman be compatible?
8157,8416,What did the human genome project accomplish?
8158,8417,What is the significance of the human genome project?
8159,8418,Is it bad to let sweat dry on your body?
8160,8419,I don't sweat a lot but my sweat do have a bad odor.What should I do to smell good?
8161,8420,Which is the best vehicle to clear the level in Hill Climb Racing?
8162,8421,Which is the best book or web site for study Android for beginners from zero level. I know JAVA but not very good. but I an intermediate in JAVA?
8163,8422,How can I be more ambitious?
8164,8423,How do I become more ambitious?
8165,8424,What are the best new products or gadgets that most people don't know about?
8166,8425,What are some mind-blowing gadgets and technologies that exist that most people don't know about?
8167,8426,Which one is basic feature of prokaryotic cell?
8168,8427,What is the earliest mobile phone which would still work on one of today's cell networks?
8169,8428,How will demonetization of ‎₹1000 and ‎₹500 notes will help curb the rampant black currency in India?
8170,8429,"Apart from spam and fake apps, is there really a way to check the profile visitors in Facebook?"
8171,8430,Can I see statistics on visitors to my Facebook profile?
8172,8431,What are some possible solutions if I forgot my iCloud password?
8173,8432,What should I do if I forgot my iCloud email and password?
8174,8433,How can I learn groups-II in two months?
8175,8434,Will it be correct to buy One Plus Three smartphone?
8176,8435,How long should you wait before smoking weed after a tooth extraction?
8177,8436,How long after wisdom tooth removal can I smoke marijuana?
8178,8437,Should I buy a used rental car?
8179,8438,What companies would you recommend to buy a used rental car from?
8180,8439,How can we become rich soon?
8181,8440,"Rich people of Quora, what should I do to become rich?"
8182,8441,Should I go to IBS Hyderabad (ICFAI) for an MBA? Why or why not?
8183,8442,"Which institute is better, ISB or IBS in Hyderabad?"
8184,8443,Can anyone solve this problem
8185,8444,"Solve the case: A man got killed in his office. The suspects are Edison, Maxis, Jason, Janna, and Sofia. A calendar near the man has 6, 4, 9, 10, 11 written in blood. Who is the killer?"
8186,8445,How is San Diego traffic?
8187,8446,How often do residents of San Diego go to Mexico?
8188,8447,What is the most interesting shell script you have ever written?
8189,8448,How do I run a shell script from Java code?
8190,8449,What do teachers think of students who are models?
8191,8450,What do teachers think of students?
8192,8451,Do you ever feel like you don't deserve some things in your life?
8193,8452,Do you ever feel like you want to do so many things in your life but you don't know where to start?
8194,8453,What do you think about the privatization of Air India?
8195,8454,Why shouldn't we privatise air india?
8196,8455,"In Game of Thrones, is Syrio Forel one of the Faceless Men?"
8197,8457,What is it like working in a call centre?
8198,8459,Which social network drives the most traffic?
8199,8460,What is a good excuse to miss national guard drill on a two day notice?
8200,8461,How do I improve my English speaking?
8201,8462,How do I improve my pronunciation in English?
8202,8463,What are the pros and cons of German and American EMS Pre-Hospital care?
8203,8464,My blood pressure was 160/86 for three months. My doctor finally had to give me four medication. Is there a chance to lower my blood pressure?
8204,8465,How close are we to San Angeles?
8205,8466,How much is a train ride from Los Angeles to San Francisco?
8206,8467,Which is the best free animating software?
8207,8468,What is a good free animation software?
8208,8469,"What is the Sahara, and how do the average temperatures there compare to the ones in the Karakum Desert?"
8209,8470,"What is the Sahara, and how do the average temperatures there compare to the ones in the Namib Desert?"
8210,8471,How do I get an Australian accent?
8211,8472,How can I develop an Australian accent?
8212,8473,European Union: Why do countries want to join the EU?
8213,8474,Does France want Britain to leave the European Union?
8214,8475,Why do some people still think the Earth is flat?
8215,8476,Why do some people think that the Earth is flat?
8216,8477,How do you prevent mirror from fogging up?
8217,8478,How can you prevent a bathroom mirror from fogging up during a hot shower?
8218,8479,Why does most flags have red color?
8219,8480,"Why is red, red?"
8220,8481,"I am a pair skater, am I too heavy? 5 ft 108 lb (as of late)!"
8221,8483,When will Apple release the next generation of MacBook Pros ?
8222,8484,When will Apple release the next generation of MacBook Pros with redesigned hardware?
8223,8485,What desserts go with pizza?
8224,8486,Where did Pizza Hut go from Powai?
8225,8487,Why is my skin dry even though I drink a lot of water?
8226,8488,How good is Nestle Pure Life Water for you?
8227,8489,My Instagram is private and all my following requests have disappeared. Why did they disappear?
8228,8490,Why did some of my sent Instagram direct messages disappear? They were on Instagram for days and suddenly disappeared although I didn't delete them.
8229,8491,I had sex with my girlfriend and I bleeded. It is happening from last two times. Bleeding is from the base of the opening of the penis.tia?
8230,8492,"With the recent news on torrent downloads leading to imprisonment in India, are users shifting to VPN or seedboxes - if yes which ones?"
8231,8493,How can I get famous on Instagram anonymously?
8232,8494,How do I get famous on Instagram?
8233,8495,How do I embed a Prezi into an HTML email?
8234,8496,How do I embed an HTML box into Google Slides?
8235,8497,What exactly is a backend developer?
8236,8498,What is a back-end developer?
8237,8499,How would you describe a perfect girlfriend or boyfriend?
8238,8500,How would you describe the perfect boyfriend?
8239,8501,How can the arrangement of corynebacterium xerosis be described?
8240,8502,How would you describe waves?
8241,8503,How do you fix a Google Play Store account that isn't working?
8242,8505,Which is the best earphone under 1000?
8243,8506,What are the best earphones under 1k?
8244,8507,"What are the differences between the Dell Inspiron 3000, 5000, and 7000 series laptops?"
8245,8508,"Should I buy an Apple MacBook Pro 15"" or a Dell Inspiron 17 5000 series?"
8246,8509,Which are the positive benefits of banning existing ₹500 and ₹1000 currency notes in India?
8247,8510,Will the economy of India collapse due to the banning of ₹500 and ₹1000 notes?
8248,8511,Which coaching institutes are the best for CAT?
8249,8512,Which is the best coaching institute for CAT?
8250,8513,What are some of the best jokes?
8251,8514,What are the all time best jokes?
8252,8515,My classmate hate me because of my attitude?
8253,8516,What should I do if my mitacs summer internship period falls on summer semester finals exam in my university? Should I apply for it or not?
8254,8517,How do you give a good rimjob?
8255,8518,How do I give a rimjob?
8256,8520,Is Israel in NATO?
8257,8521,Why don't all countries in the world accept the USA as their supreme leader?
8258,8522,Why didn't/don’t Jews accept Jesus Christ as their messiah?
8259,8523,What are questions which have no answers?
8260,8524,What is the question that doesn't have an answer?
8261,8525,"What kind of doctor should I go to that treats mental health problems with diet, supplements, etc?"
8262,8526,Which insulating material are used in heat resistant cable?
8263,8527,Which book is the best for IELTS self preparation?
8264,8528,Which book will be useful for my self-studying IELTS 7.0 on writing?
8265,8529,"Velocity of air at the outlet of air conditioner, maybe say, 1.5Ton split AC.?"
8266,8530,Can I replace core i3 first generation with a core i5/i7 for newer generation without changing motherboard?
8267,8531,How much of a turnoff is an engineer to a girl?
8268,8532,Can I be a chemical engineer as a girl?
8269,8533,Is there any way I can earn money online without any kind of investment?
8270,8534,Can I make money online without investing?
8271,8535,What are the pros and cons of strarving yourself in order to lose weight?
8272,8536,How safe is for you to starve to lose weight?
8273,8537,What's the difference between Visual Studio Code vs Visual Studio 2015 RC?
8274,8538,What are the features of Visual Studio Code?
8275,8539,What is Quora's policy on expressing opinions and proselytizing to answer questions?
8276,8540,What is the molecular orbital configuration of the first excited state of hydrogen molecule?
8277,8541,Why are there still people who believe the world is flat?
8278,8542,Why do people still believe in flat earth?
8279,8543,Is there anything in particular I should pay attention to when moving a CPU from one motherboard to another?
8280,8544,"What are the skills a good CA should possess, apart from academics, articleship and communication skills?"
8281,8545,What are some extremely early signs of pregnancy?
8282,8546,What are the early and common signs of pregnancy?
8283,8547,Why are insects important to our ecosystem?
8284,8548,What is important for a water ecosystem to remain healthy?
8285,8549,How can I convert a non-Muslim to Islam?
8286,8550,How do people convert to Islam?
8287,8551,"Which developed country in the world is the easiest to immigrate to, for Indians?"
8288,8552,What nationalities have the easiest ability to immigrate to another country?
8289,8553,Can we control our feelings and emotions?
8290,8554,How should I control outbursts of emotions?
8291,8555,Has anybody tried the free TEFL scholarship with Premier TEFL? I have been told that you can stay in 4/5 star hotels in Eastern Europe and it's free.
8292,8556,"I have been married almost 15 years. We have two children, 11 and 8. My childhood was horrible, seven years of sexual, physical, and mental/emotional abuse followed by instability and low self esteem issues as a teen. My husband met me after I began dealing with my childhood and knew all about my issues. He knew what would end our marriage, yet he did it and lied about it multiple times. I was pregnant and did not leave. We tried to make it work. We had another child. We have been through MANY ""situations"" in our marriage and as parents. For the past 6-8 years we have just been living as parents. Not lovers. In the past I tried everything to make our marriage work. I finally decided to be done with it. Now he says he loves me and wants to make it work. But he is manipulative and can be so mean. He uses my children to cause me pain and stress. He knows that they are the only reason I stay. We are in counciling, but I really have no ""love"" feelings for him. I told him I want a divorce, but he won't give me one. He has said he will make my life miserable until the 18 months of separation are up and divorce is granted. Any advice? I'm ready to run away..."
8293,8557,Is the Philippines an Asian or a Western country?
8294,8558,Is the Philippines a Christian country or is it only officially Catholic? Is the Philippines more Western than other Asian countries?
8295,8559,How difficult is PESSAT?
8296,8560,How tough is the PESSAT?
8297,8561,What is does it mean digital diet?
8298,8562,What is the meaning of digital?
8299,8563,Is China more diverse than the USA?
8300,8564,Could USA ever become more populous than China or India?
8301,8565,"If hearing is associated with abstract thinking, how do people who were born deaf think?"
8302,8566,How do deaf-born people think?
8303,8567,What are the courses other than medical and engineering for science stream students after 12th?
8304,8568,Are there any other special exams other than engineering or medical exams after 2nd year of pre university?
8305,8569,Is it healthy to eat instant white oats every day?
8306,8570,Who is the best prime minister of India?
8307,8571,Who is the best prime minister of the india till now?
8308,8573,How can I teach my 7 year old son?
8309,8574,How can I teach my 7 year old son to draw?
8310,8575,Does dreams have any meaning?
8311,8576,Do your dreams have meanings?
8312,8577,What would be the effect of Trump's presidency on international Master's students who plan to work in the US after completing the degree?
8313,8578,What effect will Donald Trump's victory have on international students looking to study in USA?
8314,8579,How do you create a blog in Quora?
8315,8581,How should I prepare for Google phone interview for SWE (University Graduate)?
8316,8582,"Which is better, doing teeth scaling before pulling out your tooth or after pulling it out?"
8317,8583,What are the ways to read others what's app messages?
8318,8584,Refrigeration and air conditioning pjd offering colleges in india?
8319,8585,How is CDAC training useful in industry?
8320,8586,What are the best biking riding gears for all terrain in india?
8321,8587,Can I learn riding gear bikes on a KTM Duke 200?
8322,8588,What is the best way to find good questions on Quora?
8323,8589,How do you find good questions on Quora?
8324,8590,If someone who you're messaging on OkCupid disables their account does that mean they blocked you?
8325,8591,If someone deleted their OkCupid account do they disappear from my liked list?
8326,8592,What are some things new employees should know going into their first day at Armor Minerals?
8327,8593,What are some things new employees should know going into their first day at Compass Minerals?
8328,8594,What is VEVO and why does it have so many music videos on YouTube?
8329,8595,Why are there so many copyrighted music on YouTube unremoved?
